&,-l -> <1>,<2>,cd	confidence:0.8136645962732919
ls,pwd,vi -> <1>,<2>	confidence:0.8461538461538461
<2>,ls,rm,vi -> <1>	confidence:1.0
<2>,ls,rm,| -> <1>	confidence:1.0
<2>,ls,vi,| -> <1>	confidence:1.0
<2>,make,rm,vi -> <1>	confidence:1.0
<1>,make,rm,vi -> <2>	confidence:0.8888888888888888
make,rm,vi -> <1>,<2>	confidence:0.8888888888888888
<2>,man,mv,rm -> <1>	confidence:1.0
<1>,man,mv,rm -> <2>	confidence:1.0
man,mv,rm -> <1>,<2>	confidence:1.0
<2>,man,rm,vi -> <1>	confidence:1.0
<1>,man,rm,vi -> <2>	confidence:0.9230769230769231
man,rm,vi -> <1>,<2>	confidence:0.9230769230769231
<2>,mkdir,mv,rm -> <1>	confidence:1.0
<1>,mkdir,mv,rm -> <2>	confidence:1.0
mkdir,mv,rm -> <1>,<2>	confidence:1.0
<1>,<2>,mkdir,rm -> mv	confidence:0.8682170542635659
<2>,mkdir,rm -> <1>,mv	confidence:0.8682170542635659
<1>,mkdir,rm -> <2>,mv	confidence:0.8484848484848485
mkdir,rm -> <1>,<2>,mv	confidence:0.8484848484848485
<2>,more,mv,rm -> <1>	confidence:1.0
<1>,more,mv,rm -> <2>	confidence:0.9923076923076923
more,mv,rm -> <1>,<2>	confidence:0.9923076923076923
<2>,more,mv,vi -> <1>	confidence:1.0
<1>,more,mv,vi -> <2>	confidence:0.9921259842519685
more,mv,vi -> <1>,<2>	confidence:0.9921259842519685
<2>,more,rm,vi -> <1>	confidence:1.0
<2>,mv,rm,vi -> <1>	confidence:1.0
<1>,mv,rm,vi -> <2>	confidence:0.9968454258675079
mv,rm,vi -> <1>,<2>	confidence:0.9968454258675079
<2>,mv,rm,| -> <1>	confidence:1.0
<1>,mv,rm,| -> <2>	confidence:0.9861111111111112
mv,rm,| -> <1>,<2>	confidence:0.9861111111111112
<2>,mv,vi,| -> <1>	confidence:1.0
<1>,mv,vi,| -> <2>	confidence:0.9930555555555556
mv,vi,| -> <1>,<2>	confidence:0.9930555555555556
<2>,pwd,rm,vi -> <1>	confidence:1.0
<1>,pwd,rm,vi -> <2>	confidence:0.8837209302325582
pwd,rm,vi -> <1>,<2>	confidence:0.8837209302325582
<2>,pwd,rm -> <1>,vi	confidence:0.8085106382978723
<1>,<2>,pwd,rm -> vi	confidence:0.8085106382978723
<2>,rm,vi,| -> <1>	confidence:1.0
<1>,rm,vi,| -> <2>	confidence:0.8709677419354839
rm,vi,| -> <1>,<2>	confidence:0.8709677419354839
<3>,cd,ll,rm -> <1>	confidence:1.0
<1>,<3>,ll,rm -> cd	confidence:0.9928571428571429
<3>,ll,rm -> <1>,cd	confidence:0.9928571428571429
<3>,cd,ll,vi -> <1>	confidence:1.0
<1>,<3>,ll,vi -> cd	confidence:1.0
<3>,ll,vi -> <1>,cd	confidence:1.0
<3>,cd,ls,rm -> <1>	confidence:1.0
<1>,<3>,ls,rm -> cd	confidence:0.9928057553956835
<3>,ls,rm -> <1>,cd	confidence:0.9928057553956835
<3>,cd,ls,vi -> <1>	confidence:1.0
<1>,<3>,ls,vi -> cd	confidence:0.96
<3>,ls,vi -> <1>,cd	confidence:0.96
<3>,cd,mv,rm -> <1>	confidence:1.0
<1>,<3>,mv,rm -> cd	confidence:1.0
<3>,mv,rm -> <1>,cd	confidence:1.0
<3>,cd,rm,vi -> <1>	confidence:1.0
<1>,<3>,rm,vi -> cd	confidence:1.0
<3>,rm,vi -> <1>,cd	confidence:1.0
>,cd,cp,rm -> <1>	confidence:1.0
<1>,>,cp,rm -> cd	confidence:0.9925925925925926
>,cp,rm -> <1>,cd	confidence:0.9925925925925926
>,cp -> <1>,cd,rm	confidence:0.8023952095808383
<1>,>,cp -> cd,rm	confidence:0.8023952095808383
>,cd,cp -> <1>,rm	confidence:0.8072289156626506
<1>,>,cd,cp -> rm	confidence:0.8072289156626506
>,cd,cp,vi -> <1>	confidence:1.0
<1>,>,cp,vi -> cd	confidence:0.9921875
>,cp,vi -> <1>,cd	confidence:0.9921875
>,cd,ll,rm -> <1>	confidence:1.0
<1>,>,ll,rm -> cd	confidence:0.9876543209876543
>,ll,rm -> <1>,cd	confidence:0.9876543209876543
>,cd,ll,vi -> <1>	confidence:1.0
<1>,>,ll,vi -> cd	confidence:0.986013986013986
>,ll,vi -> <1>,cd	confidence:0.986013986013986
>,cd,ls,rm -> <1>	confidence:1.0
<1>,>,ls,rm -> cd	confidence:0.9653179190751445
>,ls,rm -> <1>,cd	confidence:0.9653179190751445
>,cd,ls,vi -> <1>	confidence:1.0
<1>,>,ls,vi -> cd	confidence:0.9662162162162162
>,ls,vi -> <1>,cd	confidence:0.9662162162162162
>,cd,mv,rm -> <1>	confidence:1.0
<1>,>,mv,rm -> cd	confidence:0.9925925925925926
>,mv,rm -> <1>,cd	confidence:0.9925925925925926
>,cd,mv,vi -> <1>	confidence:1.0
<1>,>,mv,vi -> cd	confidence:0.9920634920634921
>,mv,vi -> <1>,cd	confidence:0.9920634920634921
>,cd,rm,vi -> <1>	confidence:1.0
<1>,>,rm,vi -> cd	confidence:0.9576719576719577
>,rm,vi -> <1>,cd	confidence:0.9576719576719577
>,ll,rm,vi -> <1>	confidence:1.0
<1>,>,ll,vi -> rm	confidence:0.8391608391608392
>,ll,vi -> <1>,rm	confidence:0.8391608391608392
>,ls,rm,vi -> <1>	confidence:1.0
cat,cd,ll,rm -> <1>	confidence:1.0
<1>,cat,ll,rm -> cd	confidence:0.9937106918238994
cat,ll,rm -> <1>,cd	confidence:0.9937106918238994
cat,cd,ll,vi -> <1>	confidence:1.0
<1>,cat,ll,vi -> cd	confidence:0.9938271604938271
cat,ll,vi -> <1>,cd	confidence:0.9938271604938271
cat,cd,rm,vi -> <1>	confidence:1.0
<1>,cat,rm,vi -> cd	confidence:0.9858156028368794
cat,rm,vi -> <1>,cd	confidence:0.9858156028368794
cat,ll,rm,vi -> <1>	confidence:1.0
<1>,cat,rm,vi -> ll	confidence:0.8439716312056738
cat,rm,vi -> <1>,ll	confidence:0.8439716312056738
cd,cp,elm,ls -> <1>	confidence:1.0
<1>,cp,elm,ls -> cd	confidence:0.9448818897637795
cp,elm,ls -> <1>,cd	confidence:0.9448818897637795
cd,cp,elm -> <1>,ls	confidence:0.8108108108108109
<1>,cd,cp,elm -> ls	confidence:0.8108108108108109
cd,cp,elm,vi -> <1>	confidence:1.0
<1>,cp,elm,vi -> cd	confidence:0.9453125
cp,elm,vi -> <1>,cd	confidence:0.9453125
cd,cp,elm -> <1>,vi	confidence:0.8175675675675675
<1>,cd,cp,elm -> vi	confidence:0.8175675675675675
cd,cp,exit,ls -> <1>	confidence:1.0
<1>,cp,exit,ls -> cd	confidence:0.961038961038961
cp,exit,ls -> <1>,cd	confidence:0.961038961038961
cp,exit -> <1>,cd,ls	confidence:0.9367088607594937
<1>,cp,exit -> cd,ls	confidence:0.9426751592356688
cd,cp,exit -> <1>,ls	confidence:0.9866666666666667
<1>,cd,cp,exit -> ls	confidence:0.9866666666666667
cd,cp,exit,vi -> <1>	confidence:1.0
<1>,cp,exit,vi -> cd	confidence:0.9583333333333334
cp,exit,vi -> <1>,cd	confidence:0.9583333333333334
cd,cp,grep,ll -> <1>	confidence:1.0
<1>,cp,grep,ll -> cd	confidence:1.0
cp,grep,ll -> <1>,cd	confidence:1.0
cd,cp,grep,rm -> <1>	confidence:1.0
<1>,cp,grep,rm -> cd	confidence:1.0
cp,grep,rm -> <1>,cd	confidence:1.0
cd,cp,grep,vi -> <1>	confidence:1.0
<1>,cp,grep,vi -> cd	confidence:1.0
cp,grep,vi -> <1>,cd	confidence:1.0
cp,grep -> <1>,cd,vi	confidence:0.8588957055214724
<1>,cp,grep -> cd,vi	confidence:0.8588957055214724
cd,cp,grep -> <1>,vi	confidence:0.8588957055214724
<1>,cd,cp,grep -> vi	confidence:0.8588957055214724
cd,cp,ll,ls -> <1>	confidence:1.0
<1>,cp,ll,ls -> cd	confidence:1.0
cp,ll,ls -> <1>,cd	confidence:1.0
cd,cp,ll,mv -> <1>	confidence:1.0
<1>,cp,ll,mv -> cd	confidence:0.9931506849315068
cp,ll,mv -> <1>,cd	confidence:0.9931506849315068
cd,cp,ll,rm -> <1>	confidence:1.0
<1>,cp,ll,rm -> cd	confidence:0.9898477157360406
cp,ll,rm -> <1>,cd	confidence:0.9898477157360406
cd,cp,ll,vi -> <1>	confidence:1.0
<1>,cp,ll,vi -> cd	confidence:0.9901477832512315
cp,ll,vi -> <1>,cd	confidence:0.9901477832512315
cd,cp,ls,more -> <1>	confidence:1.0
<1>,cp,ls,more -> cd	confidence:0.9801324503311258
cp,ls,more -> <1>,cd	confidence:0.9801324503311258
<1>,cd,cp,more -> ls	confidence:0.961038961038961
cd,cp,more -> <1>,ls	confidence:0.961038961038961
<1>,cp,more -> cd,ls	confidence:0.9367088607594937
cp,more -> <1>,cd,ls	confidence:0.9367088607594937
cd,cp,ls,mv -> <1>	confidence:1.0
<1>,cp,ls,mv -> cd	confidence:0.9914529914529915
cp,ls,mv -> <1>,cd	confidence:0.9914529914529915
cd,cp,ls,rm -> <1>	confidence:1.0
<1>,cp,ls,rm -> cd	confidence:0.979933110367893
cp,ls,rm -> <1>,cd	confidence:0.979933110367893
cd,cp,ls,vi -> <1>	confidence:1.0
<1>,cp,ls,vi -> cd	confidence:0.9822485207100592
cp,ls,vi -> <1>,cd	confidence:0.9822485207100592
cd,cp,ls,| -> <1>	confidence:1.0
<1>,cp,ls,| -> cd	confidence:0.9824561403508771
cp,ls,| -> <1>,cd	confidence:0.9824561403508771
cd,cp,make,rm -> <1>	confidence:1.0
<1>,cp,make,rm -> cd	confidence:1.0
cp,make,rm -> <1>,cd	confidence:1.0
cp,make -> <1>,cd,rm	confidence:0.8142857142857143
<1>,cp,make -> cd,rm	confidence:0.8142857142857143
cd,cp,make -> <1>,rm	confidence:0.8142857142857143
<1>,cd,cp,make -> rm	confidence:0.8142857142857143
cd,cp,more,vi -> <1>	confidence:1.0
<1>,cp,more,vi -> cd	confidence:0.9826086956521739
cp,more,vi -> <1>,cd	confidence:0.9826086956521739
cd,cp,mv,rm -> <1>	confidence:1.0
<1>,cp,mv,rm -> cd	confidence:0.9870689655172413
cp,mv,rm -> <1>,cd	confidence:0.9870689655172413
cd,cp,mv,vi -> <1>	confidence:1.0
<1>,cp,mv,vi -> cd	confidence:0.9826086956521739
cp,mv,vi -> <1>,cd	confidence:0.9826086956521739
cd,cp,rm,vi -> <1>	confidence:1.0
<1>,cp,rm,vi -> cd	confidence:0.9735099337748344
cp,rm,vi -> <1>,cd	confidence:0.9735099337748344
cd,cp,rm,| -> <1>	confidence:1.0
<1>,cp,rm,| -> cd	confidence:0.983739837398374
cp,rm,| -> <1>,cd	confidence:0.983739837398374
cd,cp,vi,| -> <1>	confidence:1.0
<1>,cp,vi,| -> cd	confidence:1.0
cp,vi,| -> <1>,cd	confidence:1.0
<1>,cd,cp,| -> vi	confidence:0.8074534161490683
cd,cp,| -> <1>,vi	confidence:0.8074534161490683
cd,date,ls,vi -> <1>	confidence:1.0
<1>,date,ls,vi -> cd	confidence:0.9230769230769231
date,ls,vi -> <1>,cd	confidence:0.9230769230769231
<1>,cd,date,vi -> ls	confidence:0.8571428571428571
cd,date,vi -> <1>,ls	confidence:0.8571428571428571
cd,dir,ll,vi -> <1>	confidence:1.0
<1>,dir,ll,vi -> cd	confidence:1.0
dir,ll,vi -> <1>,cd	confidence:1.0
dir,ll -> <1>,cd,vi	confidence:0.8169934640522876
<1>,dir,ll -> cd,vi	confidence:0.8169934640522876
cd,dir,ll -> <1>,vi	confidence:0.8223684210526315
<1>,cd,dir,ll -> vi	confidence:0.8223684210526315
cd,elm,exit,ls -> <1>	confidence:1.0
cd,elm,exit -> <1>,ls	confidence:0.9585798816568047
<1>,cd,elm,exit -> ls	confidence:0.9585798816568047
cd,elm,exit,mail -> <1>	confidence:1.0
cd,elm,exit,rm -> <1>	confidence:1.0
cd,elm,exit,vi -> <1>	confidence:1.0
<1>,elm,exit,vi -> cd	confidence:0.8086642599277978
elm,exit,vi -> <1>,cd	confidence:0.8086642599277978
cd,elm,fg,ls -> <1>	confidence:1.0
<1>,elm,fg,ls -> cd	confidence:0.804635761589404
cd,elm,fg -> <1>,ls	confidence:0.8154362416107382
<1>,cd,elm,fg -> ls	confidence:0.8154362416107382
cd,elm,fg,rm -> <1>	confidence:1.0
<1>,elm,fg,rm -> cd	confidence:0.8048780487804879
elm,fg,rm -> <1>,cd	confidence:0.8048780487804879
cd,elm,fg,vi -> <1>	confidence:1.0
<1>,elm,fg,vi -> cd	confidence:0.841726618705036
elm,fg,vi -> <1>,cd	confidence:0.841726618705036
cd,elm,finger,ls -> <1>	confidence:1.0
cd,elm,finger -> <1>,ls	confidence:0.9202898550724637
<1>,cd,elm,finger -> ls	confidence:0.9202898550724637
cd,elm,lo,ls -> <1>	confidence:1.0
<1>,elm,lo,ls -> cd	confidence:0.8571428571428571
elm,lo,ls -> <1>,cd	confidence:0.8382352941176471
<1>,cd,lo,ls -> elm	confidence:0.8085106382978723
cd,lo,ls -> <1>,elm	confidence:0.8085106382978723
cd,elm,lo -> <1>,ls	confidence:0.95
<1>,cd,elm,lo -> ls	confidence:0.95
cd,elm,ls,mail -> <1>	confidence:1.0
<1>,cd,elm,mail -> ls	confidence:0.9597989949748744
cd,elm,mail -> <1>,ls	confidence:0.9597989949748744
cd,elm,ls,more -> <1>	confidence:1.0
<1>,elm,ls,more -> cd	confidence:0.8828125
elm,ls,more -> <1>,cd	confidence:0.8828125
<1>,cd,elm,more -> ls	confidence:0.9741379310344828
cd,elm,more -> <1>,ls	confidence:0.9741379310344828
cd,elm,ls,mv -> <1>	confidence:1.0
<1>,elm,ls,mv -> cd	confidence:0.9298245614035088
elm,ls,mv -> <1>,cd	confidence:0.9298245614035088
<1>,cd,elm,mv -> ls	confidence:0.8412698412698413
cd,elm,mv -> <1>,ls	confidence:0.8412698412698413
cd,elm,ls,rm -> <1>	confidence:1.0
<1>,elm,ls,rm -> cd	confidence:0.801007556675063
elm,ls,rm -> <1>,cd	confidence:0.801007556675063
<1>,cd,elm,rm -> ls	confidence:0.8736263736263736
cd,elm,rm -> <1>,ls	confidence:0.8736263736263736
cd,elm,ls,vi -> <1>	confidence:1.0
<1>,elm,ls,vi -> cd	confidence:0.8594890510948905
elm,ls,vi -> <1>,cd	confidence:0.8594890510948905
<1>,cd,elm,vi -> ls	confidence:0.8263157894736842
cd,elm,vi -> <1>,ls	confidence:0.8263157894736842
cd,elm,mail,vi -> <1>	confidence:1.0
cd,elm,more,rm -> <1>	confidence:1.0
<1>,elm,more,rm -> cd	confidence:0.9027777777777778
elm,more,rm -> <1>,cd	confidence:0.9027777777777778
cd,elm,more,vi -> <1>	confidence:1.0
<1>,elm,more,vi -> cd	confidence:0.9095744680851063
elm,more,vi -> <1>,cd	confidence:0.9095744680851063
cd,elm,mv,rm -> <1>	confidence:1.0
<1>,elm,mv,rm -> cd	confidence:0.9214285714285714
elm,mv,rm -> <1>,cd	confidence:0.9214285714285714
cd,elm,mv,vi -> <1>	confidence:1.0
<1>,elm,mv,vi -> cd	confidence:0.9155844155844156
elm,mv,vi -> <1>,cd	confidence:0.9155844155844156
cd,elm,rm,vi -> <1>	confidence:1.0
<1>,elm,rm,vi -> cd	confidence:0.8529411764705882
elm,rm,vi -> <1>,cd	confidence:0.8529411764705882
cd,exit,fg,ls -> <1>	confidence:1.0
<1>,exit,fg,ls -> cd	confidence:0.8108108108108109
cd,exit,fg -> <1>,ls	confidence:0.9375
<1>,cd,exit,fg -> ls	confidence:0.9375
cd,exit,finger,ls -> <1>	confidence:1.0
cd,exit,finger -> <1>,ls	confidence:0.9836065573770492
<1>,cd,exit,finger -> ls	confidence:0.9836065573770492
cd,exit,ll,ls -> <1>	confidence:1.0
<1>,exit,ll,ls -> cd	confidence:0.9256198347107438
exit,ll,ls -> <1>,cd	confidence:0.9256198347107438
exit,ll -> <1>,cd,ls	confidence:0.8057553956834532
<1>,exit,ll -> cd,ls	confidence:0.8057553956834532
cd,exit,ll -> <1>,ls	confidence:0.875
<1>,cd,exit,ll -> ls	confidence:0.875
cd,exit,ls,mail -> <1>	confidence:1.0
<1>,cd,exit,mail -> ls	confidence:0.9673202614379085
cd,exit,mail -> <1>,ls	confidence:0.9673202614379085
cd,exit,ls,more -> <1>	confidence:1.0
<1>,exit,ls,more -> cd	confidence:0.9237668161434978
exit,ls,more -> <1>,cd	confidence:0.9237668161434978
<1>,cd,exit,more -> ls	confidence:0.9716981132075472
cd,exit,more -> <1>,ls	confidence:0.9716981132075472
<1>,exit,more -> cd,ls	confidence:0.8442622950819673
exit,more -> <1>,cd,ls	confidence:0.8373983739837398
cd,exit,ls,mv -> <1>	confidence:1.0
<1>,exit,ls,mv -> cd	confidence:0.9421965317919075
exit,ls,mv -> <1>,cd	confidence:0.9421965317919075
<1>,cd,exit,mv -> ls	confidence:0.9939024390243902
cd,exit,mv -> <1>,ls	confidence:0.9939024390243902
<1>,exit,mv -> cd,ls	confidence:0.9367816091954023
exit,mv -> <1>,cd,ls	confidence:0.9367816091954023
cd,exit,ls,rm -> <1>	confidence:1.0
<1>,exit,ls,rm -> cd	confidence:0.8579545454545454
exit,ls,rm -> <1>,cd	confidence:0.8579545454545454
<1>,cd,exit,rm -> ls	confidence:0.9741935483870968
cd,exit,rm -> <1>,ls	confidence:0.9741935483870968
<1>,exit,rm -> cd,ls	confidence:0.8273972602739726
exit,rm -> <1>,cd,ls	confidence:0.8273972602739726
cd,exit,ls,vi -> <1>	confidence:1.0
<1>,exit,ls,vi -> cd	confidence:0.9143389199255121
exit,ls,vi -> <1>,cd	confidence:0.9143389199255121
<1>,cd,exit,vi -> ls	confidence:0.912639405204461
cd,exit,vi -> <1>,ls	confidence:0.912639405204461
cd,exit,ls,| -> <1>	confidence:1.0
<1>,exit,ls,| -> cd	confidence:0.9545454545454546
exit,ls,| -> <1>,cd	confidence:0.9545454545454546
<1>,cd,exit,| -> ls	confidence:0.9402985074626866
cd,exit,| -> <1>,ls	confidence:0.9402985074626866
cd,exit,mail,vi -> <1>	confidence:1.0
<1>,exit,mail,vi -> cd	confidence:0.8409090909090909
exit,mail,vi -> <1>,cd	confidence:0.8409090909090909
cd,exit,more,vi -> <1>	confidence:1.0
<1>,exit,more,vi -> cd	confidence:0.975
exit,more,vi -> <1>,cd	confidence:0.975
cd,exit,mv,rm -> <1>	confidence:1.0
<1>,exit,mv,rm -> cd	confidence:0.936
exit,mv,rm -> <1>,cd	confidence:0.936
cd,exit,mv,vi -> <1>	confidence:1.0
<1>,exit,mv,vi -> cd	confidence:0.9262295081967213
exit,mv,vi -> <1>,cd	confidence:0.9262295081967213
cd,exit,rm,vi -> <1>	confidence:1.0
<1>,exit,rm,vi -> cd	confidence:0.9009009009009009
exit,rm,vi -> <1>,cd	confidence:0.9009009009009009
cd,fg,ls,more -> <1>	confidence:1.0
<1>,fg,ls,more -> cd	confidence:0.8827586206896552
fg,ls,more -> <1>,cd	confidence:0.8827586206896552
<1>,cd,fg,more -> ls	confidence:0.9922480620155039
cd,fg,more -> <1>,ls	confidence:0.9922480620155039
cd,fg,ls,rm -> <1>	confidence:1.0
<1>,fg,ls,rm -> cd	confidence:0.8461538461538461
fg,ls,rm -> <1>,cd	confidence:0.8461538461538461
cd,fg,ls,vi -> <1>	confidence:1.0
<1>,fg,ls,vi -> cd	confidence:0.8989547038327527
fg,ls,vi -> <1>,cd	confidence:0.8989547038327527
cd,fg,rm,vi -> <1>	confidence:1.0
<1>,fg,rm,vi -> cd	confidence:0.8950276243093923
fg,rm,vi -> <1>,cd	confidence:0.8950276243093923
cd,findall,k,ll -> <1>	confidence:1.0
<1>,findall,k,ll -> cd	confidence:0.9606299212598425
findall,k,ll -> <1>,cd	confidence:0.9606299212598425
findall,k -> <1>,cd,ll	confidence:0.8472222222222222
<1>,findall,k -> cd,ll	confidence:0.8472222222222222
cd,findall,k -> <1>,ll	confidence:0.953125
<1>,cd,findall,k -> ll	confidence:0.953125
cd,finger,ls,rm -> <1>	confidence:1.0
<1>,finger,ls,rm -> cd	confidence:0.8642857142857143
finger,ls,rm -> <1>,cd	confidence:0.8642857142857143
<1>,cd,finger,rm -> ls	confidence:0.8344827586206897
cd,finger,rm -> <1>,ls	confidence:0.8344827586206897
cd,finger,ls,vi -> <1>	confidence:1.0
<1>,finger,ls,vi -> cd	confidence:0.9072164948453608
finger,ls,vi -> <1>,cd	confidence:0.9072164948453608
<1>,cd,finger,vi -> ls	confidence:0.8073394495412844
cd,finger,vi -> <1>,ls	confidence:0.8073394495412844
cd,finger,rm,vi -> <1>	confidence:1.0
<1>,finger,rm,vi -> cd	confidence:0.9186991869918699
finger,rm,vi -> <1>,cd	confidence:0.9186991869918699
cd,grep,ll,rm -> <1>	confidence:1.0
<1>,grep,ll,rm -> cd	confidence:0.9928057553956835
grep,ll,rm -> <1>,cd	confidence:0.9928057553956835
cd,grep,ll,vi -> <1>	confidence:1.0
<1>,grep,ll,vi -> cd	confidence:0.9876543209876543
grep,ll,vi -> <1>,cd	confidence:0.9876543209876543
cd,grep,ls,rm -> <1>	confidence:1.0
<1>,grep,ls,rm -> cd	confidence:0.9508196721311475
grep,ls,rm -> <1>,cd	confidence:0.9508196721311475
cd,grep,ls,vi -> <1>	confidence:1.0
<1>,grep,ls,vi -> cd	confidence:0.9817351598173516
grep,ls,vi -> <1>,cd	confidence:0.9817351598173516
cd,grep,ls,| -> <1>	confidence:1.0
<1>,grep,ls,| -> cd	confidence:0.9411764705882353
grep,ls,| -> <1>,cd	confidence:0.9411764705882353
cd,grep,mv,rm -> <1>	confidence:1.0
<1>,grep,mv,rm -> cd	confidence:0.9911504424778761
grep,mv,rm -> <1>,cd	confidence:0.9911504424778761
cd,grep,mv,vi -> <1>	confidence:1.0
<1>,grep,mv,vi -> cd	confidence:0.9924812030075187
grep,mv,vi -> <1>,cd	confidence:0.9924812030075187
grep,mv -> <1>,cd,vi	confidence:0.8198757763975155
<1>,grep,mv -> cd,vi	confidence:0.8198757763975155
cd,grep,mv -> <1>,vi	confidence:0.825
<1>,cd,grep,mv -> vi	confidence:0.825
cd,grep,rm,vi -> <1>	confidence:1.0
<1>,grep,rm,vi -> cd	confidence:0.9795918367346939
grep,rm,vi -> <1>,cd	confidence:0.9795918367346939
cd,grep,rm,| -> <1>	confidence:1.0
<1>,grep,rm,| -> cd	confidence:0.9253731343283582
grep,rm,| -> <1>,cd	confidence:0.9253731343283582
cd,grep,vi,| -> <1>	confidence:1.0
<1>,grep,vi,| -> cd	confidence:0.968944099378882
grep,vi,| -> <1>,cd	confidence:0.968944099378882
cd,k,ll,m -> <1>	confidence:1.0
<1>,k,ll,m -> cd	confidence:0.9809523809523809
k,ll,m -> <1>,cd	confidence:0.9809523809523809
<1>,cd,k,m -> ll	confidence:0.9903846153846154
cd,k,m -> <1>,ll	confidence:0.9903846153846154
<1>,k,m -> cd,ll	confidence:0.9626168224299065
k,m -> <1>,cd,ll	confidence:0.958139534883721
cd,k,ll,man -> <1>	confidence:1.0
<1>,k,ll,man -> cd	confidence:0.9834710743801653
k,ll,man -> <1>,cd	confidence:0.9834710743801653
<1>,cd,k,man -> ll	confidence:0.9916666666666667
cd,k,man -> <1>,ll	confidence:0.9916666666666667
<1>,k,man -> cd,ll	confidence:0.952
k,man -> <1>,cd,ll	confidence:0.952
cd,k,ll,rm -> <1>	confidence:1.0
<1>,k,ll,rm -> cd	confidence:0.9693251533742331
k,ll,rm -> <1>,cd	confidence:0.9693251533742331
<1>,cd,k,rm -> ll	confidence:1.0
cd,k,rm -> <1>,ll	confidence:1.0
<1>,k,rm -> cd,ll	confidence:0.9634146341463414
k,rm -> <1>,cd,ll	confidence:0.9634146341463414
cd,k,ll,vi -> <1>	confidence:1.0
<1>,k,ll,vi -> cd	confidence:0.9808917197452229
k,ll,vi -> <1>,cd	confidence:0.9808917197452229
<1>,cd,k,vi -> ll	confidence:0.9935483870967742
cd,k,vi -> <1>,ll	confidence:0.9935483870967742
<1>,k,vi -> cd,ll	confidence:0.9565217391304348
k,vi -> <1>,cd,ll	confidence:0.9565217391304348
cd,k,ll,z -> <1>	confidence:1.0
<1>,k,ll,z -> cd	confidence:0.9743589743589743
k,ll,z -> <1>,cd	confidence:0.9743589743589743
<1>,cd,k,z -> ll	confidence:0.912
cd,k,z -> <1>,ll	confidence:0.912
<1>,k,z -> cd,ll	confidence:0.8231046931407943
k,z -> <1>,cd,ll	confidence:0.8231046931407943
cd,k,m,rm -> <1>	confidence:1.0
<1>,k,m,rm -> cd	confidence:0.9827586206896551
k,m,rm -> <1>,cd	confidence:0.9827586206896551
cd,k,m,vi -> <1>	confidence:1.0
<1>,k,m,vi -> cd	confidence:0.9745762711864406
k,m,vi -> <1>,cd	confidence:0.9745762711864406
cd,k,m,z -> <1>	confidence:1.0
<1>,k,m,z -> cd	confidence:0.958041958041958
k,m,z -> <1>,cd	confidence:0.958041958041958
cd,ll,ls,mv -> <1>	confidence:1.0
<1>,ll,ls,mv -> cd	confidence:1.0
ll,ls,mv -> <1>,cd	confidence:1.0
cd,ll,ls,rm -> <1>	confidence:1.0
<1>,ll,ls,rm -> cd	confidence:0.9732620320855615
ll,ls,rm -> <1>,cd	confidence:0.9732620320855615
cd,ll,ls,vi -> <1>	confidence:1.0
<1>,ll,ls,vi -> cd	confidence:1.0
ll,ls,vi -> <1>,cd	confidence:1.0
cd,ll,m,man -> <1>	confidence:1.0
<1>,ll,m,man -> cd	confidence:0.9763779527559056
ll,m,man -> <1>,cd	confidence:0.9763779527559056
<1>,cd,m,man -> ll	confidence:0.96875
cd,m,man -> <1>,ll	confidence:0.96875
<1>,m,man -> cd,ll	confidence:0.9323308270676691
m,man -> <1>,cd,ll	confidence:0.9323308270676691
cd,ll,m,mv -> <1>	confidence:1.0
<1>,ll,m,mv -> cd	confidence:0.9701492537313433
ll,m,mv -> <1>,cd	confidence:0.9701492537313433
<1>,cd,m,mv -> ll	confidence:0.8904109589041096
cd,m,mv -> <1>,ll	confidence:0.8904109589041096
<1>,m,mv -> cd,ll	confidence:0.8496732026143791
m,mv -> <1>,cd,ll	confidence:0.8496732026143791
cd,ll,m,rm -> <1>	confidence:1.0
<1>,ll,m,rm -> cd	confidence:0.9834254143646409
ll,m,rm -> <1>,cd	confidence:0.9834254143646409
<1>,cd,m,rm -> ll	confidence:0.839622641509434
cd,m,rm -> <1>,ll	confidence:0.839622641509434
<1>,m,rm -> cd,ll	confidence:0.8018018018018018
cd,ll,m,vi -> <1>	confidence:1.0
<1>,ll,m,vi -> cd	confidence:0.9777777777777777
ll,m,vi -> <1>,cd	confidence:0.9777777777777777
<1>,cd,m,vi -> ll	confidence:0.9312169312169312
cd,m,vi -> <1>,ll	confidence:0.9312169312169312
<1>,m,vi -> cd,ll	confidence:0.8421052631578947
m,vi -> <1>,cd,ll	confidence:0.8421052631578947
cd,ll,m,z -> <1>	confidence:1.0
<1>,ll,m,z -> cd	confidence:0.9702970297029703
ll,m,z -> <1>,cd	confidence:0.9702970297029703
<1>,cd,m,z -> ll	confidence:0.8711111111111111
cd,m,z -> <1>,ll	confidence:0.8711111111111111
cd,ll,man,rm -> <1>	confidence:1.0
<1>,ll,man,rm -> cd	confidence:0.9795918367346939
ll,man,rm -> <1>,cd	confidence:0.9795918367346939
cd,ll,man,vi -> <1>	confidence:1.0
<1>,ll,man,vi -> cd	confidence:0.9754601226993865
ll,man,vi -> <1>,cd	confidence:0.9754601226993865
cd,ll,man,z -> <1>	confidence:1.0
<1>,ll,man,z -> cd	confidence:0.9658119658119658
