&,-l -> <1>,<2>	confidence:0.84472049689441
cd,k,man -> <2>	confidence:0.925
<2>,k,man -> cd	confidence:0.9652173913043478
k,man -> <2>,cd	confidence:0.888
cd,k,rm -> <2>	confidence:0.9113924050632911
<2>,k,rm -> cd	confidence:0.972972972972973
k,rm -> <2>,cd	confidence:0.8780487804878049
cd,k,vi -> <2>	confidence:0.9096774193548387
<2>,k,vi -> cd	confidence:0.9591836734693877
k,vi -> <2>,cd	confidence:0.8757763975155279
<2>,k,z -> cd	confidence:0.9447236180904522
<2>,less,ls -> cd	confidence:0.9921875
<2>,less -> cd,ls	confidence:0.8523489932885906
<2>,cd,less -> ls	confidence:0.8698630136986302
<2>,ll,ls -> cd	confidence:0.9957805907172996
cd,ll,m -> <2>	confidence:0.8005780346820809
<2>,ll,m -> cd	confidence:0.9753521126760564
<2>,cd,m -> ll	confidence:0.865625
cd,ll,make -> <2>	confidence:0.948051948051948
<2>,ll,make -> cd	confidence:1.0
ll,make -> <2>,cd	confidence:0.948051948051948
cd,ll,man -> <2>	confidence:0.8677685950413223
<2>,ll,man -> cd	confidence:0.9813084112149533
ll,man -> <2>,cd	confidence:0.8366533864541833
cd,ll,md -> <2>	confidence:0.9612903225806452
<2>,ll,md -> cd	confidence:0.9867549668874173
ll,md -> <2>,cd	confidence:0.9430379746835443
<2>,cd,md -> ll	confidence:0.9738562091503268
cd,md -> <2>,ll	confidence:0.9371069182389937
<2>,md -> cd,ll	confidence:0.9612903225806452
md -> <2>,cd,ll	confidence:0.9197530864197531
cd,ll,mv -> <2>	confidence:0.9966887417218543
<2>,ll,mv -> cd	confidence:0.9772727272727273
ll,mv -> <2>,cd	confidence:0.9741100323624595
cd,ll,rm -> <2>	confidence:0.8603104212860311
<2>,ll,rm -> cd	confidence:0.9872773536895675
ll,rm -> <2>,cd	confidence:0.8308351177730193
cd,ll,vi -> <2>	confidence:0.8035019455252919
<2>,ll,vi -> cd	confidence:0.9809976247030879
cd,ll,wc -> <2>	confidence:0.888
<2>,ll,wc -> cd	confidence:0.9910714285714286
ll,wc -> <2>,cd	confidence:0.8809523809523809
<2>,ll,z -> cd	confidence:0.9738805970149254
cd,ll,| -> <2>	confidence:0.905
<2>,ll,| -> cd	confidence:0.9945054945054945
ll,| -> <2>,cd	confidence:0.8916256157635468
<2>,ls,mail -> cd	confidence:0.8685446009389671
<2>,cd,mail -> ls	confidence:0.9536082474226805
cd,ls,make -> <2>	confidence:0.8578680203045685
<2>,ls,make -> cd	confidence:0.9941176470588236
ls,make -> <2>,cd	confidence:0.8535353535353535
<2>,ls,man -> cd	confidence:0.9731543624161074
cd,ls,mkdir -> <2>	confidence:0.9068627450980392
<2>,ls,mkdir -> cd	confidence:0.9893048128342246
ls,mkdir -> <2>,cd	confidence:0.8767772511848341
<2>,cd,mkdir -> ls	confidence:0.925
cd,mkdir -> <2>,ls	confidence:0.8333333333333334
<2>,mkdir -> cd,ls	confidence:0.9158415841584159
mkdir -> <2>,cd,ls	confidence:0.8043478260869565
<2>,ls,more -> cd	confidence:0.9502487562189055
<2>,cd,more -> ls	confidence:0.9432098765432099
<2>,more -> cd,ls	confidence:0.880184331797235
cd,ls,mv -> <2>	confidence:0.996268656716418
<2>,ls,mv -> cd	confidence:0.9587073608617595
ls,mv -> <2>,cd	confidence:0.9552772808586762
<2>,ls,pwd -> cd	confidence:0.9822485207100592
<2>,ls,rlogin -> cd	confidence:0.9185185185185185
<2>,ls,rm -> cd	confidence:0.9538239538239538
<2>,ls,vi -> cd	confidence:0.9572192513368984
<2>,ls,| -> cd	confidence:0.9688715953307393
cd,m,man -> <2>	confidence:0.9140625
<2>,m,man -> cd	confidence:0.9669421487603306
m,man -> <2>,cd	confidence:0.8796992481203008
cd,m,mv -> <2>	confidence:1.0
<2>,m,mv -> cd	confidence:0.954248366013072
m,mv -> <2>,cd	confidence:0.954248366013072
cd,m,rm -> <2>	confidence:0.8820754716981132
<2>,m,rm -> cd	confidence:0.9739583333333334
m,rm -> <2>,cd	confidence:0.8385650224215246
cd,m,vi -> <2>	confidence:0.8624338624338624
<2>,m,vi -> cd	confidence:0.9588235294117647
<2>,m,z -> cd	confidence:0.9090909090909091
<2>,mail,vi -> cd	confidence:0.896774193548387
cd,make,mv -> <2>	confidence:1.0
<2>,make,mv -> cd	confidence:1.0
make,mv -> <2>,cd	confidence:1.0
cd,make,rm -> <2>	confidence:0.8957345971563981
<2>,make,rm -> cd	confidence:0.9947368421052631
make,rm -> <2>,cd	confidence:0.8873239436619719
cd,make,vi -> <2>	confidence:0.8878048780487805
<2>,make,vi -> cd	confidence:0.994535519125683
make,vi -> <2>,cd	confidence:0.8792270531400966
cd,man,mv -> <2>	confidence:1.0
<2>,man,mv -> cd	confidence:0.9788732394366197
man,mv -> <2>,cd	confidence:0.9788732394366197
cd,man,rm -> <2>	confidence:0.9122807017543859
<2>,man,rm -> cd	confidence:0.985781990521327
man,rm -> <2>,cd	confidence:0.8851063829787233
cd,man,vi -> <2>	confidence:0.857707509881423
<2>,man,vi -> cd	confidence:0.9517543859649122
man,vi -> <2>,cd	confidence:0.8127340823970037
cd,man,z -> <2>	confidence:0.8484848484848485
<2>,man,z -> cd	confidence:0.9180327868852459
cd,mkdir,mv -> <2>	confidence:1.0
<2>,mkdir,mv -> cd	confidence:0.9872611464968153
mkdir,mv -> <2>,cd	confidence:0.9872611464968153
cd,mkdir,rm -> <2>	confidence:0.9844961240310077
<2>,mkdir,rm -> cd	confidence:0.9844961240310077
mkdir,rm -> <2>,cd	confidence:0.9621212121212122
cd,mkdir,vi -> <2>	confidence:0.9562043795620438
<2>,mkdir,vi -> cd	confidence:0.9849624060150376
mkdir,vi -> <2>,cd	confidence:0.9225352112676056
cd,more,mv -> <2>	confidence:0.9940828402366864
<2>,more,mv -> cd	confidence:0.9655172413793104
more,mv -> <2>,cd	confidence:0.96
<2>,more,rm -> cd	confidence:0.9539748953974896
<2>,more,vi -> cd	confidence:0.9660377358490566
<2>,more,| -> cd	confidence:0.9440559440559441
cd,mv,pwd -> <2>	confidence:1.0
<2>,mv,pwd -> cd	confidence:1.0
mv,pwd -> <2>,cd	confidence:1.0
cd,mv,rm -> <2>	confidence:0.9957264957264957
<2>,mv,rm -> cd	confidence:0.966804979253112
mv,rm -> <2>,cd	confidence:0.9628099173553719
cd,mv,tar -> <2>	confidence:0.9921259842519685
<2>,mv,tar -> cd	confidence:1.0
mv,tar -> <2>,cd	confidence:0.9921259842519685
cd,mv,vi -> <2>	confidence:0.995575221238938
<2>,mv,vi -> cd	confidence:0.9473684210526315
mv,vi -> <2>,cd	confidence:0.9433962264150944
cd,mv,z -> <2>	confidence:0.9923076923076923
<2>,mv,z -> cd	confidence:0.9280575539568345
mv,z -> <2>,cd	confidence:0.9214285714285714
cd,mv,| -> <2>	confidence:0.98989898989899
<2>,mv,| -> cd	confidence:0.98989898989899
mv,| -> <2>,cd	confidence:0.98
cd,pwd,rm -> <2>	confidence:0.8588957055214724
<2>,pwd,rm -> cd	confidence:0.9929078014184397
pwd,rm -> <2>,cd	confidence:0.8383233532934131
cd,pwd,vi -> <2>	confidence:0.86
<2>,pwd,vi -> cd	confidence:1.0
pwd,vi -> <2>,cd	confidence:0.8431372549019608
cd,rlogin,rm -> <2>	confidence:0.9032258064516129
<2>,rlogin,rm -> cd	confidence:0.9739130434782609
rlogin,rm -> <2>,cd	confidence:0.835820895522388
cd,rlogin,vi -> <2>	confidence:0.8223684210526315
<2>,rlogin,vi -> cd	confidence:0.9615384615384616
cd,rm,tar -> <2>	confidence:0.9527027027027027
<2>,rm,tar -> cd	confidence:1.0
rm,tar -> <2>,cd	confidence:0.9527027027027027
<2>,rm,vi -> cd	confidence:0.9577464788732394
cd,rm,z -> <2>	confidence:0.8268156424581006
<2>,rm,z -> cd	confidence:0.9736842105263158
cd,rm,| -> <2>	confidence:0.8603773584905661
<2>,rm,| -> cd	confidence:0.9827586206896551
rm,| -> <2>,cd	confidence:0.8172043010752689
<2>,vi,z -> cd	confidence:0.910828025477707
cd,vi,| -> <2>	confidence:0.8289473684210527
<2>,vi,| -> cd	confidence:0.980544747081712
cp,elm,ls -> <2>	confidence:1.0
cp,elm -> <2>,ls	confidence:0.8037974683544303
<2>,cp,elm -> ls	confidence:0.8037974683544303
cp,elm,vi -> <2>	confidence:1.0
cp,elm -> <2>,vi	confidence:0.810126582278481
<2>,cp,elm -> vi	confidence:0.810126582278481
cp,exit,ls -> <2>	confidence:1.0
cp,exit -> <2>,ls	confidence:0.9746835443037974
<2>,cp,exit -> ls	confidence:0.9746835443037974
cp,exit,vi -> <2>	confidence:1.0
cp,grep,ll -> <2>	confidence:1.0
cp,grep,rm -> <2>	confidence:1.0
cp,grep,vi -> <2>	confidence:1.0
cp,grep -> <2>,vi	confidence:0.8588957055214724
<2>,cp,grep -> vi	confidence:0.8588957055214724
cp,ll,ls -> <2>	confidence:0.9922480620155039
cp,ll,mv -> <2>	confidence:1.0
cp,ll,rm -> <2>	confidence:1.0
cp,ll,vi -> <2>	confidence:1.0
cp,ls,more -> <2>	confidence:1.0
<2>,cp,more -> ls	confidence:0.9556962025316456
cp,more -> <2>,ls	confidence:0.9556962025316456
cp,ls,mv -> <2>	confidence:1.0
cp,ls,rm -> <2>	confidence:1.0
cp,ls,vi -> <2>	confidence:1.0
cp,ls,| -> <2>	confidence:1.0
cp,make,rm -> <2>	confidence:1.0
cp,make -> <2>,rm	confidence:0.8142857142857143
<2>,cp,make -> rm	confidence:0.8201438848920863
cp,more,vi -> <2>	confidence:1.0
cp,mv,rm -> <2>	confidence:1.0
cp,mv,vi -> <2>	confidence:1.0
cp,rm,vi -> <2>	confidence:1.0
cp,rm,| -> <2>	confidence:1.0
cp,vi,| -> <2>	confidence:1.0
<2>,elm,exit -> ls	confidence:0.8654708520179372
<2>,elm,mail -> ls	confidence:0.8616352201257862
<2>,elm,more -> ls	confidence:0.9477124183006536
elm,ls,mv -> <2>	confidence:0.9941520467836257
<2>,elm,mv -> ls	confidence:0.8292682926829268
elm,mv -> <2>,ls	confidence:0.8252427184466019
<2>,elm,rm -> ls	confidence:0.8326996197718631
<2>,elm,vi -> ls	confidence:0.8032786885245902
elm,mv,rm -> <2>	confidence:0.9928571428571429
elm,mv,vi -> <2>	confidence:0.9935064935064936
<2>,exit,more -> ls	confidence:0.9851851851851852
exit,ls,mv -> <2>	confidence:1.0
<2>,exit,mv -> ls	confidence:0.9942528735632183
exit,mv -> <2>,ls	confidence:0.9942528735632183
<2>,exit,rm -> ls	confidence:0.9817351598173516
<2>,exit,vi -> ls	confidence:0.9655172413793104
exit,mv,rm -> <2>	confidence:1.0
exit,mv,vi -> <2>	confidence:1.0
fg,mv,vi -> <2>	confidence:1.0
findall,k,ll -> <2>	confidence:0.889763779527559
<2>,findall,k -> ll	confidence:0.9495798319327731
grep,ll,rm -> <2>	confidence:0.9712230215827338
grep,ll,vi -> <2>	confidence:0.9691358024691358
grep,ls,mv -> <2>	confidence:1.0
grep,ls,rm -> <2>	confidence:0.8852459016393442
grep,ls,vi -> <2>	confidence:0.9223744292237442
grep,mv,rm -> <2>	confidence:1.0
grep,mv,vi -> <2>	confidence:1.0
grep,mv -> <2>,vi	confidence:0.8260869565217391
<2>,grep,mv -> vi	confidence:0.8260869565217391
grep,rm,vi -> <2>	confidence:0.9387755102040817
grep,vi,| -> <2>	confidence:0.8757763975155279
k,ll,m -> <2>	confidence:0.8761904761904762
<2>,k,m -> ll	confidence:0.989247311827957
k,m -> <2>,ll	confidence:0.8558139534883721
k,ll,man -> <2>	confidence:0.9256198347107438
<2>,k,man -> ll	confidence:0.9739130434782609
k,man -> <2>,ll	confidence:0.896
k,ll,rm -> <2>	confidence:0.9079754601226994
<2>,k,rm -> ll	confidence:1.0
k,rm -> <2>,ll	confidence:0.9024390243902439
k,ll,vi -> <2>	confidence:0.910828025477707
<2>,k,vi -> ll	confidence:0.9727891156462585
k,vi -> <2>,ll	confidence:0.8881987577639752
k,ll,z -> <2>	confidence:0.8076923076923077
<2>,k,z -> ll	confidence:0.949748743718593
k,m,z -> <2>	confidence:0.8741258741258742
ll,ls,mv -> <2>	confidence:1.0
ll,ls,rm -> <2>	confidence:0.8716577540106952
ll,ls,vi -> <2>	confidence:0.8435754189944135
ll,m,man -> <2>	confidence:0.9133858267716536
<2>,m,man -> ll	confidence:0.9586776859504132
m,man -> <2>,ll	confidence:0.8721804511278195
ll,m,mv -> <2>	confidence:1.0
<2>,m,mv -> ll	confidence:0.8758169934640523
m,mv -> <2>,ll	confidence:0.8758169934640523
ll,m,rm -> <2>	confidence:0.9116022099447514
<2>,m,rm -> ll	confidence:0.859375
ll,m,vi -> <2>	confidence:0.8777777777777778
<2>,m,vi -> ll	confidence:0.9294117647058824
<2>,m,z -> ll	confidence:0.875
ll,man,rm -> <2>	confidence:0.9523809523809523
ll,man,vi -> <2>	confidence:0.9202453987730062
ll,mv,rm -> <2>	confidence:0.9950738916256158
ll,mv,vi -> <2>	confidence:1.0
ll,rm,vi -> <2>	confidence:0.9020979020979021
ll,rm,z -> <2>	confidence:0.8283582089552238
ll,rm,| -> <2>	confidence:0.9421487603305785
ll,vi,| -> <2>	confidence:0.9202898550724637
<2>,mail,vi -> ls	confidence:0.9483870967741935
ls,make,rm -> <2>	confidence:0.88
ls,make,vi -> <2>	confidence:0.8671328671328671
ls,mkdir,mv -> <2>	confidence:1.0
<2>,mkdir,mv -> ls	confidence:0.9426751592356688
mkdir,mv -> <2>,ls	confidence:0.9426751592356688
ls,mkdir,rm -> <2>	confidence:0.984
<2>,mkdir,rm -> ls	confidence:0.9534883720930233
mkdir,rm -> <2>,ls	confidence:0.9318181818181818
ls,mkdir,vi -> <2>	confidence:0.9448818897637795
<2>,mkdir,vi -> ls	confidence:0.9022556390977443
mkdir,vi -> <2>,ls	confidence:0.8450704225352113
ls,more,mv -> <2>	confidence:0.9942196531791907
<2>,more,mv -> ls	confidence:0.9885057471264368
more,mv -> <2>,ls	confidence:0.9828571428571429
<2>,more,rm -> ls	confidence:0.9790794979079498
<2>,more,vi -> ls	confidence:0.9660377358490566
<2>,more,| -> ls	confidence:0.951048951048951
ls,mv,rm -> <2>	confidence:0.9973684210526316
ls,mv,vi -> <2>	confidence:0.9971428571428571
ls,mv,| -> <2>	confidence:0.9927536231884058
ls,pwd,vi -> <2>	confidence:0.8461538461538461
make,rm,vi -> <2>	confidence:0.8888888888888888
man,mv,rm -> <2>	confidence:1.0
man,rm,vi -> <2>	confidence:0.9230769230769231
mkdir,mv,rm -> <2>	confidence:1.0
<2>,mkdir,rm -> mv	confidence:0.8682170542635659
mkdir,rm -> <2>,mv	confidence:0.8484848484848485
more,mv,rm -> <2>	confidence:0.9923076923076923
more,mv,vi -> <2>	confidence:0.9921259842519685
mv,rm,vi -> <2>	confidence:0.9968454258675079
mv,rm,| -> <2>	confidence:0.9861111111111112
mv,vi,| -> <2>	confidence:0.9930555555555556
pwd,rm,vi -> <2>	confidence:0.8837209302325582
<2>,pwd,rm -> vi	confidence:0.8085106382978723
rm,vi,| -> <2>	confidence:0.8709677419354839
<3>,ll,rm -> cd	confidence:0.9928571428571429
<3>,ll,vi -> cd	confidence:1.0
<3>,ls,rm -> cd	confidence:0.9928057553956835
<3>,ls,vi -> cd	confidence:0.96
<3>,mv,rm -> cd	confidence:1.0
<3>,rm,vi -> cd	confidence:1.0
>,cp,rm -> cd	confidence:0.9925925925925926
>,cp -> cd,rm	confidence:0.8023952095808383
>,cd,cp -> rm	confidence:0.8072289156626506
>,cp,vi -> cd	confidence:0.9921875
>,ll,rm -> cd	confidence:0.9876543209876543
>,ll,vi -> cd	confidence:0.986013986013986
>,ls,rm -> cd	confidence:0.9653179190751445
>,ls,vi -> cd	confidence:0.9662162162162162
>,mv,rm -> cd	confidence:0.9925925925925926
>,mv,vi -> cd	confidence:0.9920634920634921
>,rm,vi -> cd	confidence:0.9576719576719577
>,ll,vi -> rm	confidence:0.8391608391608392
cat,ll,rm -> cd	confidence:0.9937106918238994
cat,ll,vi -> cd	confidence:0.9938271604938271
cat,rm,vi -> cd	confidence:0.9858156028368794
cat,rm,vi -> ll	confidence:0.8439716312056738
cp,elm,ls -> cd	confidence:0.9448818897637795
cd,cp,elm -> ls	confidence:0.8108108108108109
cp,elm,vi -> cd	confidence:0.9453125
cd,cp,elm -> vi	confidence:0.8175675675675675
cp,exit,ls -> cd	confidence:0.961038961038961
cp,exit -> cd,ls	confidence:0.9367088607594937
cd,cp,exit -> ls	confidence:0.9866666666666667
cp,exit,vi -> cd	confidence:0.9583333333333334
cp,grep,ll -> cd	confidence:1.0
cp,grep,rm -> cd	confidence:1.0
cp,grep,vi -> cd	confidence:1.0
cp,grep -> cd,vi	confidence:0.8588957055214724
cd,cp,grep -> vi	confidence:0.8588957055214724
cp,ll,ls -> cd	confidence:1.0
cp,ll,mv -> cd	confidence:0.9931506849315068
cp,ll,rm -> cd	confidence:0.9898477157360406
cp,ll,vi -> cd	confidence:0.9901477832512315
cp,ls,more -> cd	confidence:0.9801324503311258
cd,cp,more -> ls	confidence:0.961038961038961
cp,more -> cd,ls	confidence:0.9367088607594937
cp,ls,mv -> cd	confidence:0.9914529914529915
cp,ls,rm -> cd	confidence:0.979933110367893
cp,ls,vi -> cd	confidence:0.9822485207100592
cp,ls,| -> cd	confidence:0.9824561403508771
cp,make,rm -> cd	confidence:1.0
cp,make -> cd,rm	confidence:0.8142857142857143
cd,cp,make -> rm	confidence:0.8142857142857143
cp,more,vi -> cd	confidence:0.9826086956521739
cp,mv,rm -> cd	confidence:0.9870689655172413
cp,mv,vi -> cd	confidence:0.9826086956521739
cp,rm,vi -> cd	confidence:0.9735099337748344
cp,rm,| -> cd	confidence:0.983739837398374
cp,vi,| -> cd	confidence:1.0
cd,cp,| -> vi	confidence:0.8074534161490683
date,ls,vi -> cd	confidence:0.9230769230769231
cd,date,vi -> ls	confidence:0.8571428571428571
dir,ll,vi -> cd	confidence:1.0
dir,ll -> cd,vi	confidence:0.8169934640522876
cd,dir,ll -> vi	confidence:0.8223684210526315
cd,elm,exit -> ls	confidence:0.9585798816568047
elm,exit,vi -> cd	confidence:0.8086642599277978
cd,elm,fg -> ls	confidence:0.8154362416107382
elm,fg,rm -> cd	confidence:0.8048780487804879
elm,fg,vi -> cd	confidence:0.841726618705036
cd,elm,finger -> ls	confidence:0.9202898550724637
elm,lo,ls -> cd	confidence:0.8382352941176471
cd,lo,ls -> elm	confidence:0.8085106382978723
cd,elm,lo -> ls	confidence:0.95
cd,elm,mail -> ls	confidence:0.9597989949748744
elm,ls,more -> cd	confidence:0.8828125
cd,elm,more -> ls	confidence:0.9741379310344828
elm,ls,mv -> cd	confidence:0.9298245614035088
cd,elm,mv -> ls	confidence:0.8412698412698413
elm,ls,rm -> cd	confidence:0.801007556675063
cd,elm,rm -> ls	confidence:0.8736263736263736
elm,ls,vi -> cd	confidence:0.8594890510948905
cd,elm,vi -> ls	confidence:0.8263157894736842
elm,more,rm -> cd	confidence:0.9027777777777778
elm,more,vi -> cd	confidence:0.9095744680851063
elm,mv,rm -> cd	confidence:0.9214285714285714
elm,mv,vi -> cd	confidence:0.9155844155844156
elm,rm,vi -> cd	confidence:0.8529411764705882
cd,exit,fg -> ls	confidence:0.9375
cd,exit,finger -> ls	confidence:0.9836065573770492
exit,ll,ls -> cd	confidence:0.9256198347107438
exit,ll -> cd,ls	confidence:0.8057553956834532
cd,exit,ll -> ls	confidence:0.875
cd,exit,mail -> ls	confidence:0.9673202614379085
exit,ls,more -> cd	confidence:0.9237668161434978
cd,exit,more -> ls	confidence:0.9716981132075472
exit,more -> cd,ls	confidence:0.8373983739837398
exit,ls,mv -> cd	confidence:0.9421965317919075
cd,exit,mv -> ls	confidence:0.9939024390243902
exit,mv -> cd,ls	confidence:0.9367816091954023
exit,ls,rm -> cd	confidence:0.8579545454545454
cd,exit,rm -> ls	confidence:0.9741935483870968
exit,rm -> cd,ls	confidence:0.8273972602739726
exit,ls,vi -> cd	confidence:0.9143389199255121
cd,exit,vi -> ls	confidence:0.912639405204461
exit,ls,| -> cd	confidence:0.9545454545454546
cd,exit,| -> ls	confidence:0.9402985074626866
exit,mail,vi -> cd	confidence:0.8409090909090909
exit,more,vi -> cd	confidence:0.975
exit,mv,rm -> cd	confidence:0.936
exit,mv,vi -> cd	confidence:0.9262295081967213
exit,rm,vi -> cd	confidence:0.9009009009009009
fg,ls,more -> cd	confidence:0.8827586206896552
cd,fg,more -> ls	confidence:0.9922480620155039
fg,ls,rm -> cd	confidence:0.8461538461538461
fg,ls,vi -> cd	confidence:0.8989547038327527
fg,rm,vi -> cd	confidence:0.8950276243093923
findall,k,ll -> cd	confidence:0.9606299212598425
findall,k -> cd,ll	confidence:0.8472222222222222
cd,findall,k -> ll	confidence:0.953125
finger,ls,rm -> cd	confidence:0.8642857142857143
cd,finger,rm -> ls	confidence:0.8344827586206897
finger,ls,vi -> cd	confidence:0.9072164948453608
cd,finger,vi -> ls	confidence:0.8073394495412844
finger,rm,vi -> cd	confidence:0.9186991869918699
grep,ll,rm -> cd	confidence:0.9928057553956835
grep,ll,vi -> cd	confidence:0.9876543209876543
grep,ls,rm -> cd	confidence:0.9508196721311475
grep,ls,vi -> cd	confidence:0.9817351598173516
grep,ls,| -> cd	confidence:0.9411764705882353
grep,mv,rm -> cd	confidence:0.9911504424778761
grep,mv,vi -> cd	confidence:0.9924812030075187
grep,mv -> cd,vi	confidence:0.8198757763975155
cd,grep,mv -> vi	confidence:0.825
grep,rm,vi -> cd	confidence:0.9795918367346939
grep,rm,| -> cd	confidence:0.9253731343283582
grep,vi,| -> cd	confidence:0.968944099378882
k,ll,m -> cd	confidence:0.9809523809523809
cd,k,m -> ll	confidence:0.9903846153846154
k,m -> cd,ll	confidence:0.958139534883721
k,ll,man -> cd	confidence:0.9834710743801653
cd,k,man -> ll	confidence:0.9916666666666667
k,man -> cd,ll	confidence:0.952
k,ll,rm -> cd	confidence:0.9693251533742331
cd,k,rm -> ll	confidence:1.0
k,rm -> cd,ll	confidence:0.9634146341463414
k,ll,vi -> cd	confidence:0.9808917197452229
cd,k,vi -> ll	confidence:0.9935483870967742
k,vi -> cd,ll	confidence:0.9565217391304348
k,ll,z -> cd	confidence:0.9743589743589743
cd,k,z -> ll	confidence:0.912
k,z -> cd,ll	confidence:0.8231046931407943
k,m,rm -> cd	confidence:0.9827586206896551
k,m,vi -> cd	confidence:0.9745762711864406
k,m,z -> cd	confidence:0.958041958041958
ll,ls,mv -> cd	confidence:1.0
ll,ls,rm -> cd	confidence:0.9732620320855615
ll,ls,vi -> cd	confidence:1.0
ll,m,man -> cd	confidence:0.9763779527559056
cd,m,man -> ll	confidence:0.96875
m,man -> cd,ll	confidence:0.9323308270676691
ll,m,mv -> cd	confidence:0.9701492537313433
cd,m,mv -> ll	confidence:0.8904109589041096
m,mv -> cd,ll	confidence:0.8496732026143791
ll,m,rm -> cd	confidence:0.9834254143646409
cd,m,rm -> ll	confidence:0.839622641509434
ll,m,vi -> cd	confidence:0.9777777777777777
cd,m,vi -> ll	confidence:0.9312169312169312
m,vi -> cd,ll	confidence:0.8421052631578947
ll,m,z -> cd	confidence:0.9702970297029703
cd,m,z -> ll	confidence:0.8711111111111111
ll,man,rm -> cd	confidence:0.9795918367346939
ll,man,vi -> cd	confidence:0.9754601226993865
ll,man,z -> cd	confidence:0.9658119658119658
cd,man,z -> ll	confidence:0.8560606060606061
ll,mv,rm -> cd	confidence:0.9901477832512315
ll,mv,vi -> cd	confidence:0.9801980198019802
ll,rm,vi -> cd	confidence:0.9825174825174825
ll,rm,z -> cd	confidence:0.9477611940298507
ll,rm,| -> cd	confidence:0.9917355371900827
ll,vi,z -> cd	confidence:0.949685534591195
ll,vi,| -> cd	confidence:0.9855072463768116
cd,mail,rm -> ls	confidence:0.9530201342281879
ls,mail,vi -> cd	confidence:0.8451882845188284
cd,mail,vi -> ls	confidence:0.9439252336448598
ls,make,rm -> cd	confidence:0.9933333333333333
ls,make,vi -> cd	confidence:0.993006993006993
ls,man,rm -> cd	confidence:0.968
ls,man,vi -> cd	confidence:0.9696969696969697
ls,mkdir,mv -> cd	confidence:0.9864864864864865
cd,mkdir,mv -> ls	confidence:0.9419354838709677
mkdir,mv -> cd,ls	confidence:0.9299363057324841
ls,mkdir,rm -> cd	confidence:0.976
cd,mkdir,rm -> ls	confidence:0.9457364341085271
mkdir,rm -> cd,ls	confidence:0.9242424242424242
ls,mkdir,vi -> cd	confidence:0.968503937007874
cd,mkdir,vi -> ls	confidence:0.8978102189781022
mkdir,vi -> cd,ls	confidence:0.8661971830985915
ls,more,mv -> cd	confidence:0.9710982658959537
cd,more,mv -> ls	confidence:0.9940828402366864
more,mv -> cd,ls	confidence:0.96
ls,more,rm -> cd	confidence:0.9259259259259259
cd,more,rm -> ls	confidence:0.9803921568627451
more,rm -> cd,ls	confidence:0.9009009009009009
ls,more,vi -> cd	confidence:0.9526315789473684
cd,more,vi -> ls	confidence:0.9731182795698925
more,vi -> cd,ls	confidence:0.9072681704260651
ls,more,| -> cd	confidence:0.9408866995073891
cd,more,| -> ls	confidence:0.9455445544554455
ls,mv,rm -> cd	confidence:0.9657894736842105
ls,mv,vi -> cd	confidence:0.9571428571428572
ls,mv,| -> cd	confidence:0.9927536231884058
ls,pwd,rm -> cd	confidence:0.9761904761904762
ls,pwd,vi -> cd	confidence:0.993006993006993
ls,quota,rm -> cd	confidence:0.8854961832061069
cd,quota,rm -> ls	confidence:0.928
quota,rm -> cd,ls	confidence:0.8169014084507042
ls,rm,vi -> cd	confidence:0.9180035650623886
ls,rm,| -> cd	confidence:0.9473684210526315
ls,vi,| -> cd	confidence:0.9690265486725663
m,rm,vi -> cd	confidence:0.9572649572649573
mail,rm,vi -> cd	confidence:0.8222222222222222
make,rm,vi -> cd	confidence:0.9876543209876543
man,rm,vi -> cd	confidence:0.9822485207100592
more,mv,rm -> cd	confidence:0.9692307692307692
more,mv,vi -> cd	confidence:0.968503937007874
more,rm,vi -> cd	confidence:0.9509803921568627
more,vi,| -> cd	confidence:0.9571428571428572
mv,rm,vi -> cd	confidence:0.9621451104100947
mv,rm,| -> cd	confidence:0.9930555555555556
mv,vi,| -> cd	confidence:0.9861111111111112
pwd,rm,vi -> cd	confidence:0.9922480620155039
rm,vi,| -> cd	confidence:0.978494623655914
cp,exit,vi -> ls	confidence:0.9916666666666667
cp,ll,mv -> rm	confidence:0.8082191780821918
cp,more,vi -> ls	confidence:0.9652173913043478
exit,fg,ls -> elm	confidence:0.8609271523178808
exit,ls,mail -> elm	confidence:0.8275862068965517
elm,exit,rm -> ls	confidence:0.985781990521327
elm,exit,vi -> ls	confidence:0.8989169675090253
exit,mail,vi -> elm	confidence:0.8484848484848485
fg,ls,more -> elm	confidence:0.8275862068965517
elm,fg,more -> ls	confidence:0.8633093525179856
elm,fg,rm -> ls	confidence:0.8475609756097561
elm,fg,vi -> ls	confidence:0.802158273381295
elm,mail,rm -> ls	confidence:0.9924812030075187
elm,mail,vi -> ls	confidence:0.9211822660098522
elm,more,rm -> ls	confidence:0.9930555555555556
elm,more,vi -> ls	confidence:0.9680851063829787
elm,mv,rm -> ls	confidence:0.8785714285714286
elm,mv,vi -> ls	confidence:0.8376623376623377
elm,rm,vi -> ls	confidence:0.8823529411764706
exit,fg,vi -> ls	confidence:0.9105691056910569
exit,mail,vi -> ls	confidence:0.9393939393939394
exit,more,rm -> ls	confidence:1.0
exit,more,vi -> ls	confidence:0.98125
exit,mv,rm -> ls	confidence:0.992
exit,mv,vi -> ls	confidence:0.9918032786885246
exit,rm,vi -> ls	confidence:0.9819819819819819
fg,more,vi -> ls	confidence:0.9823008849557522
